Id,MSSubClass,MSZoning_RL,MSZoning_RM,MSZoning_C (all),MSZoning_FV,MSZoning_RH,LotArea,LotShape,LotConfig_FR2,LotConfig_Inside,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR3,Neighborhood_Veenker,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_NoRidge,Neighborhood_Somerst,Neighborhood_NWAmes,Neighborhood_OldTown,Neighborhood_BrkSide,Neighborhood_NridgHt,Neighborhood_NAmes,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Sawyer,Neighborhood_Timber,Neighborhood_Mitchel,Neighborhood_StoneBr,Neighborhood_ClearCr,Neighborhood_Gilbert,Neighborhood_SawyerW,Neighborhood_NPkVill,Neighborhood_Edwards,Neighborhood_Blmngtn,Neighborhood_BrDale,Neighborhood_SWISU,Neighborhood_Blueste,HouseStyle_1Story,HouseStyle_2Story,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_SLvl,HouseStyle_2.5Unf,HouseStyle_2.5Fin,HouseStyle_SFoyer,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle_Gable,RoofStyle_Hip,RoofStyle_Gambrel,RoofStyle_Flat,RoofStyle_Mansard,RoofStyle_Shed,Exterior1st_MetalSd,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_HdBoard,Exterior1st_BrkFace,Exterior1st_WdShing,Exterior1st_CemntBd,Exterior1st_Plywood,Exterior1st_Stucco,Exterior1st_AsbShng,Exterior1st_Stone,Exterior1st_ImStucc,Exterior1st_BrkComm,Exterior2nd_MetalSd,Exterior2nd_VinylSd,Exterior2nd_Wd Shng,Exterior2nd_HdBoard,Exterior2nd_Wd Sdng,Exterior2nd_CmentBd,Exterior2nd_Plywood,Exterior2nd_BrkFace,Exterior2nd_AsbShng,Exterior2nd_Stucco,Exterior2nd_Brk Cmn,Exterior2nd_AsphShn,Exterior2nd_Other,Exterior2nd_ImStucc,Exterior2nd_Stone,MasVnrType_None,MasVnrType_BrkFace,MasVnrType_Stone,MasVnrType_BrkCmn,MasVnrArea,ExterQual,Foundation_CBlock,Foundation_PConc,Foundation_BrkTil,Foundation_Stone,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType_Attchd,GarageType_Detchd,GarageType_BuiltIn,GarageType_Basment,GarageType_CarPort,GarageType_2Types,GarageYrBlt,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,MoSold,YrSold,SalePrice
410,60,0,0,0,1,0,10800,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,5,2007,2008,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100,1,0,1,0,0,4,0,5,789,245,1034,4,1050,1028,2078,1,2,1,3,4,8,1,2,1,0,0,0,0,0,2008,2,3,836,0,102,4,2008,339750
411,20,1,0,0,0,0,9571,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,5,3,1958,1958,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,1276,1276,2,1276,0,1276,0,1,0,3,2,5,0,-2,1,0,0,0,0,0,1958,0,1,350,0,0,6,2009,60000
412,190,1,0,0,0,0,34650,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,5,1955,1955,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,1,2,1056,0,1056,2,1056,0,1056,1,1,0,3,2,5,0,-2,1,0,0,0,0,0,1955,2,2,572,264,0,1,2006,145000
413,20,0,0,0,1,0,4403,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,5,2009,2009,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,432,2,0,1,0,0,4,2,5,578,892,1470,4,1478,0,1478,1,2,1,2,3,7,1,2,1,0,0,0,0,0,2009,2,2,484,0,144,6,2010,222000
414,30,0,1,0,0,0,8960,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,6,1927,1950,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,1008,1008,3,1028,0,1028,0,1,0,2,2,5,1,2,0,1,0,0,0,0,1927,0,2,360,0,0,3,2010,115000
415,60,1,0,0,0,0,11228,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,5,1993,1993,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,3,0,3,50,499,1080,4,1080,1017,2097,0,2,1,3,3,9,1,1,1,0,0,0,0,0,1993,0,3,678,196,187,12,2008,228000
416,20,1,0,0,0,0,8899,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,5,2007,2007,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,3,2,5,24,1316,1340,4,1340,0,1340,0,2,0,3,3,6,0,-2,1,0,0,0,0,0,2007,2,2,396,100,30,8,2007,181134
417,60,1,0,0,0,0,7844,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,7,1978,1978,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,203,0,1,0,0,0,2,0,4,209,463,672,2,672,728,1400,0,1,1,3,2,6,1,1,1,0,0,0,0,0,1978,2,2,440,0,0,3,2006,149500
418,70,1,0,0,0,0,22420,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,6,1918,1950,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,3,1128,242,1370,2,1370,1254,2624,1,2,1,4,2,10,1,2,0,1,0,0,0,0,1918,0,3,864,0,0,11,2007,239000
419,50,1,0,0,0,0,8160,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,6,1940,1950,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,4,312,444,756,1,756,378,1134,1,1,1,3,2,7,0,-2,0,1,0,0,0,0,1940,0,1,240,0,0,4,2007,126000
420,20,1,0,0,0,0,8450,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,6,1968,1968,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,3,775,281,1056,4,1056,0,1056,1,1,0,3,2,6,1,0,1,0,0,0,0,0,1968,0,1,304,0,85,7,2010,142000
421,90,0,1,0,0,0,7060,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,5,1997,1998,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,200,0,0,1,0,0,3,3,5,1309,35,1344,4,1344,0,1344,2,2,0,2,2,8,0,-2,1,0,0,0,0,0,1997,2,4,784,0,0,11,2008,206300
422,20,1,0,0,0,0,16635,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,7,1977,2000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,126,1,1,0,0,0,3,0,4,1246,356,1602,3,1602,0,1602,0,2,0,3,3,8,1,1,1,0,0,0,0,0,1977,2,2,529,240,0,6,2009,215000
423,20,1,0,0,0,0,21750,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,5,1954,1954,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,988,988,4,988,0,988,0,1,0,2,2,4,0,-2,1,0,0,0,0,0,1954,1,2,520,0,0,2,2008,113000
424,60,1,0,0,0,0,9200,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,5,1998,1998,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,473,1,0,1,0,0,3,0,5,986,484,1470,3,1470,1160,2630,1,2,1,4,3,8,1,1,1,0,0,0,0,0,1998,2,3,696,0,66,6,2008,315000
425,20,1,0,0,0,0,9000,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,5,1956,1956,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,74,0,1,0,0,0,3,0,1,616,580,1196,3,1196,0,1196,1,1,0,2,2,6,1,2,1,0,0,0,0,0,1956,1,1,297,0,44,5,2008,139000
426,60,0,1,0,0,0,3378,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,8,1946,1992,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,651,651,3,707,682,1389,0,1,1,3,2,6,2,2,0,1,0,0,0,0,1947,0,1,240,0,0,9,2009,135000
427,80,1,0,0,0,0,12800,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,5,1989,1989,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,145,1,0,1,0,0,3,3,5,1518,0,1518,3,1644,0,1644,1,2,0,2,3,5,1,1,1,0,0,0,0,0,1989,2,2,569,80,0,8,2009,275000
428,20,1,0,0,0,0,8593,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,6,1957,1957,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,2,288,619,907,4,907,0,907,0,1,0,3,2,5,0,-2,0,1,0,0,0,0,1964,0,1,352,0,0,7,2008,109008
429,20,1,0,0,0,0,6762,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,5,2007,2007,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,108,1,0,1,0,0,3,0,5,664,544,1208,4,1208,0,1208,1,2,0,2,3,6,0,-2,1,0,0,0,0,0,2007,1,2,628,105,54,9,2007,195400
430,20,1,0,0,0,0,11457,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,5,1988,1988,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,1,5,1005,387,1392,2,1412,0,1412,1,2,0,3,3,6,1,1,1,0,0,0,0,0,1988,0,2,576,0,0,3,2009,175000
431,160,0,1,0,0,0,1680,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6,5,1971,1971,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,232,0,1,0,0,0,2,0,4,387,96,483,2,483,504,987,0,1,1,2,2,4,0,-2,0,1,0,0,0,0,1971,0,1,264,0,0,7,2008,85400
432,50,0,1,0,0,0,5586,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,7,1920,1998,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,901,901,3,1088,110,1198,0,1,0,4,2,7,0,-2,0,0,0,0,0,0,0,-1,0,0,0,98,9,2008,79900
433,160,0,1,0,0,0,1920,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5,5,1971,1971,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,376,0,1,0,0,0,2,0,4,471,294,765,4,765,600,1365,1,1,1,2,2,6,0,-2,0,1,0,0,0,0,1971,0,2,440,240,36,8,2007,122500
434,60,1,0,0,0,0,10839,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,5,1997,1998,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,926,926,4,926,678,1604,0,2,1,3,2,7,1,1,1,0,0,0,0,0,1997,2,2,470,0,36,7,2008,181000
435,180,0,1,0,0,0,1890,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,7,1972,1972,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,2,4,495,135,630,3,630,0,630,1,1,0,1,2,3,0,-2,0,0,0,0,0,0,0,-1,0,0,88,0,6,2008,81000
436,60,1,0,0,0,0,10667,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,6,1996,1996,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,3,2,5,385,70,799,4,827,834,1661,1,2,1,3,3,6,1,1,1,0,0,0,0,0,1996,1,2,550,158,61,4,2009,212000
437,50,0,1,0,0,0,4400,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,8,1920,1950,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,648,648,2,734,384,1118,0,1,0,2,2,6,0,-2,0,1,0,0,0,0,1990,0,2,440,0,0,10,2006,116000
438,45,0,1,0,0,0,6000,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,7,1926,2004,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2,0,0,0,884,884,3,904,0,904,0,1,0,2,2,4,0,-2,0,1,0,0,0,0,1926,0,1,180,0,0,1,2009,119000
439,30,1,0,0,0,0,4280,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,6,1913,2002,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,1,365,75,440,2,694,0,694,0,1,0,2,3,4,1,2,0,1,0,0,0,0,1990,0,1,352,0,0,3,2007,90350
440,50,1,0,0,0,0,12354,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6,8,1920,2000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,1,0,0,684,684,3,684,512,1196,0,1,0,3,3,7,0,-2,0,1,0,0,0,0,2005,0,2,528,0,46,8,2009,110000
441,20,1,0,0,0,0,15431,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,5,2008,2008,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,200,2,0,1,0,0,4,3,5,1767,788,3094,4,2402,0,2402,1,2,0,2,4,10,2,2,1,0,0,0,0,0,2008,2,3,672,0,72,4,2009,555000
442,90,1,0,0,0,0,12108,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,4,1955,1955,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,270,0,1,0,0,0,2,0,4,133,1307,1440,2,1440,0,1440,0,2,0,4,1,8,0,-2,0,0,0,0,0,0,0,-1,0,0,0,0,9,2008,118000
443,50,0,1,0,0,0,6240,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,7,1930,1992,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,1078,1078,2,1128,445,1573,0,2,0,3,2,8,1,2,0,1,0,0,0,0,1930,0,2,360,0,0,6,2008,162900
444,120,1,0,0,0,0,3922,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,7,5,2006,2007,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,72,1,0,1,0,0,4,2,0,0,1258,1258,4,1258,0,1258,0,2,0,2,3,6,1,2,1,0,0,0,0,0,2007,2,3,648,144,16,6,2007,172500
445,60,1,0,0,0,0,8750,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,5,1994,1995,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,3,0,5,642,273,915,4,933,975,1908,1,2,1,4,3,8,1,1,1,0,0,0,0,0,1994,0,2,493,144,133,7,2008,210000
446,20,1,0,0,0,0,9855,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6,5,1956,1956,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,1436,1436,1,1689,0,1689,0,1,0,3,2,7,1,2,1,0,0,0,0,0,1956,0,2,480,0,0,11,2009,127500
447,20,1,0,0,0,0,16492,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6,1966,2002,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2,0,4,247,557,1517,4,1888,0,1888,0,2,1,2,3,6,1,2,1,0,0,0,0,0,1966,2,2,578,0,0,6,2010,190000
448,60,1,0,0,0,0,11214,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,5,1998,1999,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,3,0,0,0,930,930,3,956,930,1886,0,2,1,4,3,10,1,1,1,0,0,0,0,0,1998,2,2,431,89,0,7,2006,199900
449,50,0,1,0,0,0,8600,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,6,1937,1950,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,780,780,2,780,596,1376,0,2,0,3,2,7,1,2,0,1,0,0,0,0,1937,0,1,198,0,0,6,2006,119500
450,50,0,1,0,0,0,6000,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,7,1948,2002,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,4,331,318,649,4,679,504,1183,0,1,1,2,2,6,0,-2,0,1,0,0,0,0,1981,0,1,308,0,176,6,2007,120000
451,30,0,1,0,0,0,5684,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,8,1930,2005,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,813,813,4,813,0,813,0,1,0,2,3,5,0,-2,0,1,0,0,0,0,1932,0,1,270,0,113,6,2006,110000
452,20,1,0,0,0,0,70761,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,5,1975,1975,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,3,4,655,878,1533,2,1533,0,1533,1,2,0,2,3,5,2,1,1,0,0,0,0,0,1975,0,2,576,200,54,12,2006,280000
453,60,1,0,0,0,0,9303,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,5,1996,1997,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,42,1,0,1,0,0,4,0,4,742,130,872,4,888,868,1756,1,2,1,3,2,7,0,-2,1,0,0,0,0,0,1996,2,2,422,144,122,7,2007,204000
454,60,0,0,0,1,0,9000,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,5,2008,2008,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,3,0,0,0,768,768,4,786,804,1590,0,2,1,3,3,6,0,-2,1,0,0,0,0,0,2008,1,2,676,0,30,6,2009,210000
455,90,1,0,0,0,0,9297,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,5,1976,1976,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,4,1606,122,1728,2,1728,0,1728,2,2,0,4,2,8,0,-2,0,1,0,0,0,0,1976,0,2,560,0,0,7,2006,188000
456,20,1,0,0,0,0,9600,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,6,1973,1973,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,320,0,1,0,0,0,2,0,4,916,326,1242,1,1242,0,1242,0,1,1,3,2,6,1,1,1,0,0,0,0,0,1973,0,2,528,0,0,9,2007,175500
